cv_id,source,category,candidate_name,target_role,skills,summary,full_text,embedding_text
CV-KAG-17730889,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 17730889,BUSINESS-DEVELOPMENT Specialist,['C'],"ASSISTANT TO BUSINESS DEVELOPMENT ADMINISTRATOR Professional Profile Organized administrative professional with hands-on experience supporting business areas such as real-estate, finance, database management, customer service and human resources. Collaborative team player with strong communication, ...","ASSISTANT TO BUSINESS DEVELOPMENT ADMINISTRATOR Professional Profile Organized administrative professional with hands-on experience supporting business areas such as real-estate, finance, database management, customer service and human resources. Collaborative team player with strong communication, decision-making and time management abilities. Qualifications Able to meet performance and outcome goals Create and maintain employer and client databases and files Effectively identify client needs through good judgment and interview techniques Maintain updated case notes on each client Provide assistance and guidance relating to the interview process Conduct employer outreach as needed Conduct follow-up evaluations with client and employer Develop job opportunities and act as a liaison between client and the employer Maintain timely documentation and reports according to stated guidelines Provide referrals to community partners Conduct program presentations Detail oriented, flexible and reliable Relevant Experience Managed major office relocation with only one day of downtime. Experience Assistant to Business Development Administrator January 2016 to Current Company Name － City , State Updated employee paperwork and records. Greeted visitors promptly and directed to correct locations. Scheduled appointments and maintained master calendar. Wrote professional business correspondence. Drafted internal documents and memoranda. Prioritized project components and organized scopes. Liaised directly with customers to meet needs and maintain satisfaction. Office and Sales Manager November 2013 to January 2015 Company Name － City , State Successfully managed the activities of five team members in multiple locations. Created training manuals targeted at resolving even the most difficult customer issues. Developed, implemented and monitored programs to maximize customer satisfaction. Verified that information in the computer system was up-to-date and accurate. Verified and logged i","Candidate Category: BUSINESS-DEVELOPMENT | Skills: C | Resume Summary: ASSISTANT TO BUSINESS DEVELOPMENT ADMINISTRATOR Professional Profile Organized administrative professional with hands-on experience supporting business areas such as real-estate, finance, database management, customer service and human resources. Collaborative team player with strong communication, ..."
CV-KAG-67501448,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 67501448,BUSINESS-DEVELOPMENT Specialist,['C'],"BUSINESS DEVELOPMENT COORDINATOR/EVENT COORDINATOR Summary Dynamic and creative Business Development Coordinator with a successful career in marketing,promotions,public relations,project and communications management. Highlights Event Management Negotiation skills Customer Targeting Polyglot Social ...","BUSINESS DEVELOPMENT COORDINATOR/EVENT COORDINATOR Summary Dynamic and creative Business Development Coordinator with a successful career in marketing,promotions,public relations,project and communications management. Highlights Event Management Negotiation skills Customer Targeting Polyglot Social Networking Online Marketing Strategies Teamwork Problem Solver Skills Responsible and reliable,Highly motivated for career advancement,Able to deal in a mature manner with problem solving,Willing to learn and accept constructive criticism,Willing to help,Good attitude around others,Calm and focused,Good knowledge of social media,Able to use own initiative and work as part of a team,Excellent communication and organizational skills,Versed in all aspects of marketing campaigns from concept development to execution and launch,Skilled marketing professional focused on exceeding revenue goals,Builder of strategic partnership,New customer acquisition expert who emphasizes a mix online and offline marketing strategies. Experience Company Name November 2013 to Current Business Development Coordinator/Event Coordinator City , State Identify Customer care needs.Networking during events and established good and strong relations, in particular with the main Businessassociations and Companies of the city.Screen potential Business deals by coordinating requirements,developing and negotiating contracts,integratingcontract requirement with business operations.Co-develop and implement strategic marketing.Identify specific opportunities to direct marketing efforts toward particular based practices areas and clients.Deal with the Chamber of Commerce and The Italian Consulate.Researching markets to identify opportunities for events.Leasing with clients to ascertain their precise event requirements.Producing detailed proposal for events.Agreeing to,and managing a budget.Identify professional and trade associations with which the company should affiliate.Assist with the development of proposal","Candidate Category: BUSINESS-DEVELOPMENT | Skills: C | Resume Summary: BUSINESS DEVELOPMENT COORDINATOR/EVENT COORDINATOR Summary Dynamic and creative Business Development Coordinator with a successful career in marketing,promotions,public relations,project and communications management. Highlights Event Management Negotiation skills Customer Targeting Polyglot Social ..."
CV-KAG-17421910,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 17421910,BUSINESS-DEVELOPMENT Specialist,[],"BUSINESS DEVELOPMENT EXECUTIVE Professional Summary Business development/Marketing professional experienced in sales management, marketing, technical presentation creation and service training. Diligent and driven individual who has achieved success in a variety of roles with increasing levels of re...","BUSINESS DEVELOPMENT EXECUTIVE Professional Summary Business development/Marketing professional experienced in sales management, marketing, technical presentation creation and service training. Diligent and driven individual who has achieved success in a variety of roles with increasing levels of responsibility. An effective communicator and team-builder with strong analytical, management and organizational skills. Skill Highlights New Customer Acquisition Brand Development Account Management Prospecting Analytical Problem Solver New Program and Promotion Implementation Financial Analysis Adept Multi-Tasker Professional Experience Company Name City , State Business Development Executive 06/2010 to Current Conducted informational and educational workshops at CUNY/SUNY College campuses benefit fairs that increased credit union membership and exposure. Implemented in house marketing design for brochures, posters, articles, flyers, newsletters, e-marketing, social media/web page content which saved over $10,000 annually. Generated and maintained social media calendar for Facebook, Twitter, Corporate bog, etc. to ensure member engagement and that all content is reflective of current media and new product/service campaigns. Identified issues with existing marketing material to drive process improvements. Collaborated with account executives to penetrate new accounts, identify potential customers and coordinate product demonstrations. Company Name City , State Loan Manager 09/2001 to 06/2010 Analyzed applicants' debt to income ratio, credit report, financial and employment history to evaluate credit worthiness for personal, auto, educational, credit card and home equity loans. Communicated credit approvals and denials as well as facilitated other options such as Credit Counseling methods to improve member financial success and provided members with assistance regarding budget counseling, consolidations, payment methods and other areas relating to member's financial needs. ","Candidate Category: BUSINESS-DEVELOPMENT | Skills:  | Resume Summary: BUSINESS DEVELOPMENT EXECUTIVE Professional Summary Business development/Marketing professional experienced in sales management, marketing, technical presentation creation and service training. Diligent and driven individual who has achieved success in a variety of roles with increasing levels of re..."
CV-KAG-91467795,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 91467795,BUSINESS-DEVELOPMENT Specialist,"['Automation', 'C', 'Oracle']",BUSINESS DEVELOPMENT CONSULTANT Summary Experienced Life Science Sales and Marketing specialist with track record in growing customer base and maximizing sales. Motivated and ambitious with ability to increase business opportunities through dynamic marketing strategies and effective communication. A...,"BUSINESS DEVELOPMENT CONSULTANT Summary Experienced Life Science Sales and Marketing specialist with track record in growing customer base and maximizing sales. Motivated and ambitious with ability to increase business opportunities through dynamic marketing strategies and effective communication. Able to use analytical skills and industry knowledge to develop innovative strategies for success. Skills Business Development Account Management Competitive Analysis Prospecting/Cold Calling Knowledge of Drug Development Cycle Sales and Marketing Strategizing Market Research and Analysis Marketing Management Event Planning C-level Presentations RFP/RFI/Bid Preparation Public relations Experience Business Development Consultant Mar 2018 to Current Company Name － City , State SGW Pharma Marketing is a B2B life science marketing agency focused on connecting drug development companies with target audiences (development partners, investors, service providers etc.) by developing and managing integrated, full circle marketing programs . Oversaw business, client and vendor negotiations. Effectively directed internal marketing, communications and sales support staff. Improved marketing plans, sales strategies and customer relations to maximize business development. Leveraged industry trends in client markets to shape value-added solutions and approaches for key audiences. Streamlined operational efficiencies, developed sales tracking reports for planning by executive team. Maintained strong understanding of competitors, their offerings and their presence across globe. Account Executive Oct 2017 to Feb 2018 Company Name － City , State American Laboratory Trading provides asset management services and high-quality refurbished laboratory.equipment to clients in the life science academia and industry Promoted business growth in NC by maximizing existing client relationships and identifying new business opportunities through cold calling, networking, marketing and prospective database ","Candidate Category: BUSINESS-DEVELOPMENT | Skills: Automation, C, Oracle | Resume Summary: BUSINESS DEVELOPMENT CONSULTANT Summary Experienced Life Science Sales and Marketing specialist with track record in growing customer base and maximizing sales. Motivated and ambitious with ability to increase business opportunities through dynamic marketing strategies and effective communication. A..."
CV-KAG-13574264,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 13574264,BUSINESS-DEVELOPMENT Specialist,[],"BUSINESS DEVELOPMENT DIRECTOR Experience BUSINESS DEVELOPMENT DIRECTOR January 2010 to Current Company Name － City , State Leads vision, strategy, and execution for all facets of operations and business development at a $45MM automotive dealership, with accountability for the success of 52 employees...","BUSINESS DEVELOPMENT DIRECTOR Experience BUSINESS DEVELOPMENT DIRECTOR January 2010 to Current Company Name － City , State Leads vision, strategy, and execution for all facets of operations and business development at a $45MM automotive dealership, with accountability for the success of 52 employees. Credited with improving the effectiveness of the business through strong leadership and the hiring of personnel with talent and experience in customer service, finance, and business development, yielding increases in profit and lower costs. Implemented formal daily training and professional development on sales and service principles that improved the accuracy and focus of sales efforts while building leadership capabilities in managers; driving revenue growth 25%. Maintains a daily inventory of $7.5MM in new vehicles and $1.4MM in used vehicles. Championed the adoption of DealerSocket as the company's CRM tool, empowering 100% of the sales force to manage the pipeline of leads and opportunities while documenting engagements with clients and prospects; directly Impacting sales revenue increase of over $1MM. SALES MANAGER January 2004 to January 2010 Company Name － City , State Launched a website and adopted secondary financing and other relationships to spark online lead generation; additionally, expanded the dealerships marketing strategies to include digital elements that included SEO, SEM, YouTube advertising and Google AdWords while increasing the frequency of television ads; shifting digital advertising to 50% of $1MM yearly budget. Consistently ranks first in Kia dealership sales volume year after year; in 2015, navigated the dealership to rank 25th in the nation for total sales volume. Achieved a district-high digital sales closing ratio of 13.2%, beating the average district ratio of 7.2% and regional ratio of 10.1%. Within the first year, lowered variable inventory expenses by 63% while generating a net profit of over $1M. Outstanding results, boosting new car ","Candidate Category: BUSINESS-DEVELOPMENT | Skills:  | Resume Summary: BUSINESS DEVELOPMENT DIRECTOR Experience BUSINESS DEVELOPMENT DIRECTOR January 2010 to Current Company Name － City , State Leads vision, strategy, and execution for all facets of operations and business development at a $45MM automotive dealership, with accountability for the success of 52 employees..."
CV-KAG-27139412,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 27139412,BUSINESS-DEVELOPMENT Specialist,[],"BUSINESS DEVELOPMENT EXECUTIVE Summary An achievement driven professional highly skilled in sales, product development, strategic marketing and Salesforce lead management. Creative with an extensive knowledge of industry sales points, both in and out of consumer markets. Dynamic communicator who con...","BUSINESS DEVELOPMENT EXECUTIVE Summary An achievement driven professional highly skilled in sales, product development, strategic marketing and Salesforce lead management. Creative with an extensive knowledge of industry sales points, both in and out of consumer markets. Dynamic communicator who consistently exceeds goals and expectations. Skills Brand development Analyzing market trends Established track record of exceptional sales results Account Management Excellent negotiating tactics Skilled multi-tasker SalesForce lead management Strong interpersonal skills Experience Company Name January 2017 to Current Business Development Executive State Responsible for growing Ceridian's business throughout the Canadian Enterprise Market Collaborates with internal stakeholders to develop strategic GTM Works with internal marketing team to develop campaigns for the targeted market Manages the introduction of new programs and/or features within Ceridian to consumer base Conducts market research, profiles customers, makes presentations and participates in sales calls and marketing events to establish customers and determine market segment revenue potential Develops and implements marketing and sales strategy for securing and/or increasing market share, sales and profit Participates in quarterly QBR's. Company Name November 2015 to January 2017 Solutions Analyst City , State Reviewed new customer orders and manually enter data into SAP. Processed transactions pertaining to designated vendor. Provided information and guidance on vendor products and programs. Company Name October 2012 to October 2015 Product Marketing Specialist City , State Owned the communication of Vendor Partner business strategy to internal partners (Sales, Purchasing, and Marketing Services) Consumer and sales rep marketing at 5LINX convention seminars including marketing, branding and consumer relations. Met and interacted regularly with Vendor Partner reps, management, and executives to make formal prese","Candidate Category: BUSINESS-DEVELOPMENT | Skills:  | Resume Summary: BUSINESS DEVELOPMENT EXECUTIVE Summary An achievement driven professional highly skilled in sales, product development, strategic marketing and Salesforce lead management. Creative with an extensive knowledge of industry sales points, both in and out of consumer markets. Dynamic communicator who con..."
CV-KAG-14070138,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 14070138,BUSINESS-DEVELOPMENT Specialist,['C'],"BUSINESS DEVELOPMENT MANAGER Summary Experienced sales professional and effective leader. Currently a sales professional for CT of Wolters Kluwer. Highly motivated, self-driven, result-oriented consultant Tenacious new business prospecting, selling, negotiating and closing skills Skillful verbal and...","BUSINESS DEVELOPMENT MANAGER Summary Experienced sales professional and effective leader. Currently a sales professional for CT of Wolters Kluwer. Highly motivated, self-driven, result-oriented consultant Tenacious new business prospecting, selling, negotiating and closing skills Skillful verbal and written communication skills including the ability to present to an executive-level audience Passion for gaining personal relationships with clients Strong understanding and use of strategic selling techniques Former professional athlete Experience 03/2017 to Current Business Development Manager Company Name Consulted with C-level executives to develop and implement an effective, enterprise-wide strategy that maximizes the value delivered by solutions in order to ensure success with key initiatives Developed and conducted effective presentations with contract decision makers (c-level) Accountable for the entire sales cycle from prospecting to closing deals, forecasting, and strategic planning July 2015 - March 2017 - Business Development Manager Wolters Kluwer/CT Corporation FY 2016 104.4% for CT Corporation FY 2016 #1 Business Development Manager on Law Firm Segment Team FY 2015 109% for CT Corporation Primary responsibility for driving profitable customer acquisition and sales growth Responsible for developing and implementing relationships with existing customer base as well as pursuing new customers of representation and compliance services, formation/qualification services, and other on demand services Leverage strategic planning in order to optimize revenue generation of sales efforts Participate in collecting and evaluating performance metrics by participating in in-depth and on-going analysis of departmental services, processes, and customer preferences; understanding the overall needs of the law firm channels and what factors contribute to success; assist with monitoring department metrics; assisting in the identification of relationships and trends in the data ","Candidate Category: BUSINESS-DEVELOPMENT | Skills: C | Resume Summary: BUSINESS DEVELOPMENT MANAGER Summary Experienced sales professional and effective leader. Currently a sales professional for CT of Wolters Kluwer. Highly motivated, self-driven, result-oriented consultant Tenacious new business prospecting, selling, negotiating and closing skills Skillful verbal and..."
CV-KAG-15811992,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 15811992,BUSINESS-DEVELOPMENT Specialist,['Security'],BUSINESS DEVELOPMENT ASSOCIATE Summary I appreciate your time! I am a high performing and advanced sales professional of 10 years that can benefit your company. I know I would be a great asset to your company and here are a few of my thoughts why: I have 10 years of experience in sales and customer ...,"BUSINESS DEVELOPMENT ASSOCIATE Summary I appreciate your time! I am a high performing and advanced sales professional of 10 years that can benefit your company. I know I would be a great asset to your company and here are a few of my thoughts why: I have 10 years of experience in sales and customer service, both in the auto and the software industry. In both avenues, I thrive to take on the consultant role to do what is best to serve the client and advance the company that I work for in a solution based approach. I know that value of organization, tracking my progress, and making goals to grow by, and identifying with the customer's needs and challenges. In my current role at Thomson Reuters as an inside technical sales representative, I have sold almost $3 million in sales over the last 6 years, and I have helped hundreds of accounting firms improve their technical process through knowledge of complex systems and software that is applied to the accounting & tax industry. I believe in strong customer relationships and exceptional customer service. I have in depth experience working in the understanding of technology, SaaS products, technical presentations, and implementation of advanced business solutions. I have proven to be a high achiever in this fast-paced technical sales role. I have also served in other capacities in my role from product support, team leadership, and achieved to be a Presidents Club Member in the 2013 calendar year as one of the top 10% in sales for Thomson Reuters. Also, I have 10 years' experience as a pastor, teacher, and counselor, which has flowed into my sales role to do business with integrity, knowing how to relate to a plethora of people, and seeking to do what is best for client success. I also have 4 years of sales experience working for Toyota Motor Company and thrived in the knowledge of product and quality customer service under the Kaizen Philosophy of doing business. Personally, I am a father of seven children who believes in l",Candidate Category: BUSINESS-DEVELOPMENT | Skills: Security | Resume Summary: BUSINESS DEVELOPMENT ASSOCIATE Summary I appreciate your time! I am a high performing and advanced sales professional of 10 years that can benefit your company. I know I would be a great asset to your company and here are a few of my thoughts why: I have 10 years of experience in sales and customer ...
CV-KAG-14871762,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 14871762,BUSINESS-DEVELOPMENT Specialist,"['Go', 'Java', 'Python', 'SQL']",BUSINESS DEVELOPMENT EXECUTIVE Summary Process oriented Data Analyst and Delivery Lead with 5+ years proven track record of analyzing Business Intelligence to increase top line and bottom line of the business vertical. Reduced costs of manufacturing signaling systems by 10% and increased sales by 25...,"BUSINESS DEVELOPMENT EXECUTIVE Summary Process oriented Data Analyst and Delivery Lead with 5+ years proven track record of analyzing Business Intelligence to increase top line and bottom line of the business vertical. Reduced costs of manufacturing signaling systems by 10% and increased sales by 25% by analyzing operating data. Closely worked with business clients and SMEs to collect, clarify and translate business requirements into functional and technical requirements. Demonstrated logical and strategic thinking, leadership and organizational skills, contingency planning and adaptability to new technologies. Distinguishing ability to simultaneously manage multiple Clients, work closely with the Leadership team and be a complete Team Player, to successfully design, implement and deliver complicated projects against challenging deadlines, whilst keeping the teams in sync and motivated. Pursuing MS in Information Systems in Big Data Analytics and looking to leverage skills and experience to grow in the field of Data Analytics by contributing towards effective business decisions. Skills Python SQL Java R Excel Tableau Statistical Analysis Multiple Linear Regression CERTIFICATION Sun Certified Java Associate Experience Business Development Executive Nov 2011 to Jun 2014 Company Name New project, was involved in gathering business requirements from client, creating process documents for the product, working with supply chain and operations team to forecast delivery schedule. Analyzed BI data of similar projects and reduced implementation and delivery time by 22% by introducing additional station for bottle neck processes and dividing inspection stage in to steps. Created test documentation for the product based on client testing requirements. Managed multiple (5+) vendors to ensure on time delivery. Closely monitored quality issues using statistical analysis, achieving 98% first pass rate which resulted in increasing profit margin by 11 % in comparison with initial pro","Candidate Category: BUSINESS-DEVELOPMENT | Skills: Go, Java, Python, SQL | Resume Summary: BUSINESS DEVELOPMENT EXECUTIVE Summary Process oriented Data Analyst and Delivery Lead with 5+ years proven track record of analyzing Business Intelligence to increase top line and bottom line of the business vertical. Reduced costs of manufacturing signaling systems by 10% and increased sales by 25..."
CV-KAG-17597372,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 17597372,BUSINESS-DEVELOPMENT Specialist,[],"BUSINESS DEVELOPMENT CONSULTANT Skills 3-D, budgets, color, Council, CPT, client, floor plans, Forklift, Manufacturing Processes, presentations, real estate, Safety, sales, seminars, spreadsheet, Technician, vision Experience March 2014 to August 2014 Company Name City , State Business Development C...","BUSINESS DEVELOPMENT CONSULTANT Skills 3-D, budgets, color, Council, CPT, client, floor plans, Forklift, Manufacturing Processes, presentations, real estate, Safety, sales, seminars, spreadsheet, Technician, vision Experience March 2014 to August 2014 Company Name City , State Business Development Consultant Phoned, emailed and actively followed up with potential leads given to me by management. Answered calls and scheduled appointments with the sales team. Logged all customer information in VinSolutions. Confirmed appointments and scheduled follow ups with customers. Notified necessary departments when appointments have been set. Maintained a goal of 8-10 appointments created daily. Recorded daily and weekly appointment information in a spreadsheet to measure success against our goals. November 2011 to April 2014 Company Name City , State Senior Design Consultant Developed exterior design concepts and planned the schematic color and finish of the colors chosen. Reviewed project costs, budgets and adherence to schedules. Ensured that the project vision and design intent were reflected successfully. April 2009 to November 2011 Company Name City , State Expo Design Desk Associate Generated more sales leads than any other design associate. Assisted lead designers with their floor plans, elevations and 3-D perspective views prior to presentation to the client. Assisted designers with their material boards for in-house review and presentation. Reviewed project costs initially with home owners. Voted Employee Committee President and planned all employee events and fundraisers. March 2004 to March 2009 Sales Associate/Wall Paper Specialist Sherwin Williams, Lawrence ,KS. Ordered, contacted and handled all wallpaper sales. Passed all skill level tests in the 95th percentile each month. Organized and conducted presentations at all the faux finish clinics to public. Cultivated long term relationships with area contractors. Primary representative for area home shows and real e","Candidate Category: BUSINESS-DEVELOPMENT | Skills:  | Resume Summary: BUSINESS DEVELOPMENT CONSULTANT Skills 3-D, budgets, color, Council, CPT, client, floor plans, Forklift, Manufacturing Processes, presentations, real estate, Safety, sales, seminars, spreadsheet, Technician, vision Experience March 2014 to August 2014 Company Name City , State Business Development C..."
CV-KAG-18937778,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 18937778,BUSINESS-DEVELOPMENT Specialist,['Go'],"DIRECTOR, GLOBAL BUSINESS DEVELOPMENT Summary Scott Kachelek is a sales and business development executive with more than 15 years experience in large commercial and government digital LED lighting projects, immersive cinema technologies, and commercial printing control systems. Key personal traits ...","DIRECTOR, GLOBAL BUSINESS DEVELOPMENT Summary Scott Kachelek is a sales and business development executive with more than 15 years experience in large commercial and government digital LED lighting projects, immersive cinema technologies, and commercial printing control systems. Key personal traits include: Proactive ... Strives for continual improvement without supervision. Creative ... Thinks of unique ways to solve problems and improve products or processes. Outgoing... Interacts easily with others for lasting business relationships. Analytical... Analyzes the facts in detail and makes a timely decision. Persistent... Sticks with long term projects to see through to completion. Culturally aware... Embraces diversity and is sensitive to similarities/differences. ​ Highlights Cross region international projects Competitive analysis Sales strategy Partner relationships Business process improvement Public presentations Functional Spanish Functional Japanese Accomplishments Key player in growing a business from $25 million sales to $150 million. Maintained 50% integral gross margin on product portfolio in spite of severe competition. Managed a cross functional team of 5 professionals and worked across 33 international sales organizations. ​Traveled to and conducted business in more than 30 countries. Sold and managed projects up to $6 million value. Developed and supported over 20 value added resellers. Experience Director, Global Business Development 06/2015 to Current Company Name City , State Built a go to market sales strategy from the ground up focusing on OEM partners, sales agents, industry associations, academic institutions, national end user accounts, and independent cinemas. Built value proposition for end user sales including usage cases, revenue generators, and return on investment. Prepared sales presentations and product demos for entertainment industry executives. Researched industry trends in cinema entertainment and provided feedback to product manag","Candidate Category: BUSINESS-DEVELOPMENT | Skills: Go | Resume Summary: DIRECTOR, GLOBAL BUSINESS DEVELOPMENT Summary Scott Kachelek is a sales and business development executive with more than 15 years experience in large commercial and government digital LED lighting projects, immersive cinema technologies, and commercial printing control systems. Key personal traits ..."
CV-KAG-14861855,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 14861855,BUSINESS-DEVELOPMENT Specialist,['Security'],"BUSINESS DEVELOPMENT ASSOCIATE Professional Overview Over five years of experience in Business Operations and a Master Degree in International Commerce and Policy with the ability to execute Strategic Leadership, Direct-to-Consumer Marketing, Risk Management, and Strong Executive Communication Skill...","BUSINESS DEVELOPMENT ASSOCIATE Professional Overview Over five years of experience in Business Operations and a Master Degree in International Commerce and Policy with the ability to execute Strategic Leadership, Direct-to-Consumer Marketing, Risk Management, and Strong Executive Communication Skills across all organizational levels. Skills Cash handling Financial analysis Capital market trends Industrial coverage knowledge Risk management expertise Product management Accounts Payable/Receivable Detail-oriented Process development Business recovery and sustainability Complex problem resolution Social media marketing Client acquisition Experience Company Name City , State Business Development Associate 11/2015 to Current Identifying trendsetter ideas by researching industry and related events, publications, and announcements; tracking individual contributors and their accomplishments. Locating or proposing potential business deals by contacting potential partners; discovering and exploring opportunities. Screening potential business deals by analyzing market strategies, deal requirements, potential, and financials; evaluating options; resolving internal priorities; recommending equity investments. Develop negotiating strategies and positions by studying integration of new venture with company strategies and operations; examining risks and potentials; estimating partners' needs and goals. Credited for playing key role in generating over $200,000 per year in revenues. Surpassed annual quota by 110%. Identified $125000 in revenue opportunities by collaborating with distribution partners. Company Name City , State Trade Agreements Negotioations and Compliance Intern 03/2014 to 08/2014 Support Enforcement and Compliance senior staff on U.S.Trade Policy Development and implementation of Trade Agreements by helping to ensure that foreign governments comply with their obligations under the agreements to which the United States is party. Provide support to leadership on polic","Candidate Category: BUSINESS-DEVELOPMENT | Skills: Security | Resume Summary: BUSINESS DEVELOPMENT ASSOCIATE Professional Overview Over five years of experience in Business Operations and a Master Degree in International Commerce and Policy with the ability to execute Strategic Leadership, Direct-to-Consumer Marketing, Risk Management, and Strong Executive Communication Skill..."
CV-KAG-36170003,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 36170003,BUSINESS-DEVELOPMENT Specialist,"['C', 'Network', 'Security']",BUSINESS DEVELOPMENT MANAGER Summary Seeking an Account Manager role that offers a vibrant workplace where I can use my 13 years of account management experience. Highlights Trained in business development Accomplished in relationship selling Proven sales track record Recruiter training Sales manage...,"BUSINESS DEVELOPMENT MANAGER Summary Seeking an Account Manager role that offers a vibrant workplace where I can use my 13 years of account management experience. Highlights Trained in business development Accomplished in relationship selling Proven sales track record Recruiter training Sales management Team leadership Sales coaching Accomplishments Aerotek Top Producer in the Midwest in 2007 and 2008 Devised successful recruiting plans for multiple clients cementing their positions as cornerstone accounts. Created strategies to develop and expand existing customer sales. Experience 07/2016 to Current Business Development Manager Company Name － City , State Positioning information security solutions to large Commercial and Public Sector clientele; Ability to effectively profile target accounts; Professional networking to build relationships with C-level executives and decision making managers at targeted clients; Continuing education on evolving networking, unified communication, virtualization, and storage technology. 02/2016 to 07/2016 Engineering/IT Account Manager Company Name － City , State Responsible for the day to day activities necessary for billable headcount, revenue, and margin growth. To ensure client satisfaction and service delivery through New Business Development, Account Management, Recruiting and Leadership/Mentorship of a dedicated team of Technical Recruiters. Train and develop recruiters. Recruit as necessary in order to fill strategic positions. 09/2010 to 01/2016 Account Executive Company Name － City , State Industry: Healthcare IT Project, Technology & Staffing Solutions. Responsibilities: Identify, prospect and secure business opportunities to support new revenue growth for specific geographic area; Develop and implement sales/recruiting strategies for new account prospects focusing primarily on higher margin retail prospects and new business opportunities within active and inactive accounts; Drive activity/results through the leveraging an","Candidate Category: BUSINESS-DEVELOPMENT | Skills: C, Network, Security | Resume Summary: BUSINESS DEVELOPMENT MANAGER Summary Seeking an Account Manager role that offers a vibrant workplace where I can use my 13 years of account management experience. Highlights Trained in business development Accomplished in relationship selling Proven sales track record Recruiter training Sales manage..."
CV-KAG-27937592,Kaggle/GitHub Resume.csv,BUSINESS-DEVELOPMENT,Kaggle Candidate 27937592,BUSINESS-DEVELOPMENT Specialist,[],"NEW BUSINESS DEVELOPMENT MANAGER Summary BUSINESS LEADER & SALES MANAGER Collaborative Management / Business Strategy / New Business Development An accomplished leader with a strong background in complex, high-volume and revenue business operations. A proven passion for customer service and operatio...","NEW BUSINESS DEVELOPMENT MANAGER Summary BUSINESS LEADER & SALES MANAGER Collaborative Management / Business Strategy / New Business Development An accomplished leader with a strong background in complex, high-volume and revenue business operations. A proven passion for customer service and operational excellence, demonstrated by extreme dedication and commitment to job duties and responsibilities. Drives positive financial and operational performance through completion utilizing a cross functional team to deliver these objectives to the satisfaction of customers. Highlights New customer acquisition Trade shows Account management Special events planning Articulate public speaker Direct mail campaigns Stakeholder relations Accomplishments South Chamber Ambassador of the Month CAS Certification from Promotional Products Industry Certified Tourism Ambassador for Oklahoma Promoted from Account Manager to New Business Development after nine months of employment. Experience 02/2014 to Current NEW BUSINESS DEVELOPMENT MANAGER Company Name － City , State Sell and market promotional products to current and prospective customers. Bring new business accounts to the inside sales team for follow up and to build the foundation of new customer sales. Selected accomplishments: Provide consultation services to customers to help plan their marketing strategy. Utilize promotional products, printing, direct mail and email marketing to achieve a 50% increase in sales from 2014 to 2015. Forged long-lasting relationships with the community, suppliers and other nearby retailers. Increased store and associate involvement. Log sales orders with 2 different software programs. Accurately upload customer details and select inventory quantity and delivery date for their orders. Regularly meet with suppliers to determine products that were in high demand. Champion the execution of Lootfest, a promotional products tradeshow that drew a crowd of 300+ people. Host 2 lunch and learns to create a posi","Candidate Category: BUSINESS-DEVELOPMENT | Skills:  | Resume Summary: NEW BUSINESS DEVELOPMENT MANAGER Summary BUSINESS LEADER & SALES MANAGER Collaborative Management / Business Strategy / New Business Development An accomplished leader with a strong background in complex, high-volume and revenue business operations. A proven passion for customer service and operatio..."
