id,job_hash,title,company,location,salary,experience,level,skills,requirements,posted_at,source_url,source_platform,crawl_time,created_at,updated_at,job_type,mode,field
4863,7aa370d2cca5c5d3a21a3c70c47685e84586fb908a6ae6d313803f3ee7ccf28a,[HN] Công Ty Mystic Game Studio Tuyển Dụng Nhân Viên Game Designer Full-time 2026,MYSTIC GAME STUDIO,Hà Nội,Từ 10 Triệu,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Lập trình""]",có kinh nghiệm - Mức lương: Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng; Từ 20 Triệu VNĐ trở lên / Tháng,2026-05-05T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-cong-ty-mystic-game-studio-tuyen-dung-nhan-vien-game-designer-full-time-2026-69f99e15582ea202f2e880a0,ybox,2026-06-15 21:41:17.327+00,2026-06-15 21:44:57.505476+00,2026-06-15 21:44:57.505476+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ; Truyền Hình, Báo Chí; Khác; Xây Dựng, Thiết kế Kiến Trúc, Nội Thất; Nhân Sự, Tuyển Dụng"
4864,1c43f53f4e6d030021b8b974e8f08a8f56ba1575ea7cb74073ece8648e11f59b,[HCM] Công Ty Giant Goal Việt Nam Tuyển Dụng Nhân Viên ERP (ERP Engineer) Full-time 2026,unknown,Hồ Chí Minh,,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Lập trình""]",của cấp trên YÊU CẦU ỨNG VIÊN Sinh viên mới tốt nghiệp (Fresher) Tốt nghiệp chuyên ngành Công nghệ thông tin hoặc liên quan Hoặc có kinh nghiệm làm việc với hệ thống ERP Biết SQL Server Biết tiếng Trung,,https://ybox.vn/tuyen-dung/hcm-cong-ty-giant-goal-viet-nam-tuyen-dung-nhan-vien-erp-erp-engineer-full-time-2026-69c37f194ef5ef7d9d7aa2e3,ybox,2026-06-15 21:41:22.744+00,2026-06-15 21:44:57.505476+00,2026-06-15 21:44:57.505476+00,Full-time,Toàn thời gian,"Xây Dựng, Thiết kế Kiến Trúc, Nội Thất"
4871,7d86830bffa12557084c84c46b147660ae91592787e0087216b476d127f488f1,[HN] Công Ty Quảng Cáo Bravebits Tuyển Dụng Thực Tập Sinh Performance Marketing - Google ADS Full-time 2026 (Trợ Cấp 3 Triệu VNĐ/Tháng + Thưởng),unknown,Hà Nội,Từ 1 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Marketing"", ""Truyền Thông, PR""]","Đối tượng phù hợp Sinh năm 2003 – 2005. Có thể làm việc full-time tại văn phòng. Có định hướng theo đuổi Digital Marketing lâu dài. Không yêu cầu kinh nghiệm Công ty đào tạo từ đầu đối với ứng viên chưa có kinh nghiệm. Chỉ cần bạn: Có tư duy logic và tinh thần học hỏi. Chăm chỉ, chủ động và có trách nhiệm trong công việc. Có laptop cá nhân phục vụ công việc. Mong muốn phát triển nghề nghiệp nghiêm túc và lâu dài. Điểm cộng Từng tìm hiểu hoặc học qua Digital Marketing, Google Ads, SEO, Website. Từng tham gia các hoạt động CLB, dự án, công việc bán thời gian liên quan đến Marketing là một lợi thế.",,https://ybox.vn/tuyen-dung/hn-cong-ty-quang-cao-bravebits-tuyen-dung-thuc-tap-sinh-performance-marketing-google-ads-full-time-2026-tro-cap-3-trieu-vnd-thang-thuong-6a1e9ba73604f572a386bf03,ybox,2026-06-15 22:02:26.944+00,2026-06-15 22:06:15.668224+00,2026-06-15 22:06:15.668224+00,Full-time | Intern,Thực tập; Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ"
4904,2133c1c563ce1eb5d2b8ec03cfd83207a2d9985e9ffe5891e6d6bb2b07f258fa,"[Toàn Cầu] YBOX.VN Tuyển Dụng Nhân Viên Full-time (Remote, Online 100%): Phát Triển - Chăm Sóc Khách Hàng Doanh Nghiệp, Customer Support Admin & Thực Tập Sinh Part-Time (Remote, Online 100%) Cho Sinh Viên Từ Năm Thứ Nhất (Tuyển Quanh Năm): Biên Tập - Duyệt, Truyền Thông , Vận Hành, HR, Digital Marketing, Đối Ngoại, Graphic Design, Telesales",YBOX.VN (CÔNG TY CÔNG NGHỆ YBOX VIỆT NAM),Nước Ngoài; Hà Nội; Hồ Chí Minh; Đà Nẵng; Huế; Khác,1 triẹu - 40 triẹu/tháng,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Marketing"", ""Truyền Thông, PR"", ""Báo chí"", ""Truyền hình, MC"", ""Livestream"", ""Khác"", ""Hành chính"", ""Nhân sự"", ""Biên"", ""Phiên dịch"", ""Bán hàng (Sales)"", ""Thiết Kế (Đồ Hoạ"", ""Web)"", ""Chỉnh Sửa Video (Video Editor)"", ""Business/ Data Analyst"", ""Business Intelligence (Phân Tích Kinh Doanh)"", ""Product Development (Phát Triển Sản Phẩm)""]","Không giới hạn độ tuổi Yêu thích YBOX, mong muốn đóng góp tri thức cho cộng đồng; Có thể sắp xếp thời gian làm việc part-time; Có laptop cá nhân; Chăm chỉ, trách nhiệm. Những thực tập sinh ứng tuyển sẽ được xem xét cho vị trí Member (thành viên) hoặc Leader Tập Sự (quản lý), vui lòng ghi rõ vị trí bạn mong muốn xem xét trong phần Thư ứng tuyển (Cover letter) khi bấm nút ứng tuyển online. Nếu không được chọn cho vị trí Leader thì ứng viên sẽ tự động được xem xét cho vị trí Member mà không cần ứng tuyển 2 lần. C.",2022-06-21T00:00:00.000Z,https://ybox.vn/tuyen-dung/toan-cau-ybox-vn-tuyen-dung-nhan-vien-full-time-remote-online-100-phat-trien-cham-soc-khach-hang-doanh-nghiep-customer-support-admin-and-thuc-tap-sinh-part-time-remote-online-100-cho-sinh-vien-tu-nam-thu-nhat-tuyen-quanh-nam-bien-tap-duyet-truyen-thong-van-hanh-hr-digital-marketing-doi-ngoai-graphic-design-telesales-62b146a3f6e69823ee04941c,ybox,2026-06-15 22:55:33.959+00,2026-06-15 22:59:28.607959+00,2026-06-15 22:59:28.607959+00,Online,Online; Bán thời gian; Thực tập; Tình nguyện,"Khác; Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ"
5235,ec59f6229dece529fa3b76f07578578c0a5f79a56ad4b0754ec1939f03696b32,[HCM] Công Ty SAI Digital Agency Tuyển Dụng Trưởng Nhóm Digital Operations Full-time 2026,SAI DIGITAL AGENCY,Hồ Chí Minh,Từ 15 Triệu,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Lập trình""]","có kinh nghiệm - Mức lương: Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng JOB DESCRIPTION Your Responsibilities: 1. Project & Delivery Management Manage Operations: Run daily web tasks like content updates, site updates, and new features. Plan & Execute: Create clear plans, timelines, and goals for web projects. Track Progress: Watch project timelines closely to make sure work is done well and on time. Handle Risks: Find and fix problems or delays early before they affect the schedule. Meet Standards: Ensure the team meets all agreed performance targets (SLAs and KPIs). 2. Content & Web Operations Oversight Content Process: Manage the full publishing steps: Request 🡪Build 🡪Test (QA) -🡪Approve 🡪Publish. Quality Control: Check that all website content is correct, neat, and high-quality. Workflow Rules: Control who approves content and when it goes live. Regional Campaigns: Coordinate marketing campaigns and content across different countries/regions. REQUIREMENTS Years of Experience: 3 to 6 years of experience in project management or web operations. Field Knowledge: Strong, hands-on experience working with websites or Content Management Systems (CMS). Technical Skills Web Basics: Good understanding of HTML, CSS, JavaScript, and how websites work. Site Structure: Ability to understand website layouts, wireframes, and workflows easily. CMS Tools: Experience with Adobe Experience Manager (AEM) is a big plus. Soft Skills Project Skills: Good at managing timelines, team resources, and expectations. Communication: Advanced English (written and spoken) to work smoothly with the Korea team and other regional partners",2026-06-15T00:00:00.000Z,https://ybox.vn/tuyen-dung/hcm-cong-ty-sai-digital-agency-tuyen-dung-truong-nhom-digital-operations-full-time-2026-6a2fe546e2fd0219112c35b0,ybox,2026-06-17 23:19:41.892+00,2026-06-17 23:23:38.419761+00,2026-06-17 23:23:38.419761+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
5237,e3038b9c5f80cb55b99819691b7d9470c4256732dd4368a90d313b674293b9b0,"[HN-Onsite/ Đà Nẵng-Online] Công Ty Game Mini World Tuyển Dụng Content Junior, Nhân Viên Quản Lý Cộng Đồng Full-time 2026 (Không Yêu Cầu Kinh Nghiệm, Mức Lương 8-15 Triệu/Tháng)",CÔNG TY MINISTAR PTE.LTD SINGAPORE (MINI WORLD),Đà Nẵng; Hồ Chí Minh; Hà Nội; Huế,Từ 8 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Marketing"", ""Truyền Thông, PR""]","Kinh Nghiệm, Mức Lương 8-15 Triệu/Tháng) HẠN CUỐI: 2/7/2026 GIỚI THIỆU CÔNG TY Địa điểm: Đà Nẵng; Hồ Chí Minh; Hà Nội; Huế - Loại hình công ty: Công ty nước ngoài - Lĩnh vực kinh doanh: IT (Lập trình, Công nghệ thông tin, Internet, …); Giải trí, Ca Nhạc, Điện Ảnh, Nghệ Thuật, Văn Hoá, .. - Quy mô công ty: Nhỏ (< 49 người có BHXH) - Website: miniworldgame.com - Fanpage: fb.com/miniworldcreata Công ty: Ministar Pte.Ltd Singapore (miniworldgame.com) Sản phẩm: 1.Game Mini World: Creata - No.1 Game phiêu lưu trên Google Play – Game sáng tạo nhất năm 2018 do Google bình chọn 2. Game Mini World Royale - Chính thức ra mắt toàn Đông Nam Á 08/2025 CONTENT JUNIOR (HỢP ĐỒNG THỜI VỤ) - REMOTE/ ĐÀ NẴNG Địa điểm: Đà Nẵng; Hồ Chí Minh; Hà Nội; Huế - Tính chất công việc: Toàn thời gian; Online - Chuyên môn: Marketing, Truyền Thông, PR - Kinh nghiệm: Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng! - Mức lương: Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng",2026-06-11T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-onsite-da-nang-online-cong-ty-game-mini-world-tuyen-dung-content-junior-nhan-vien-quan-ly-cong-dong-full-time-2026-khong-yeu-cau-kinh-nghiem-muc-luong-8-15-trieu-thang-6a2a7897e835ed27183b3d9b,ybox,2026-06-17 23:30:25.733+00,2026-06-17 23:34:13.39587+00,2026-06-17 23:34:13.39587+00,Toàn thời gian; Online,Toàn thời gian; Online,"IT (Lập trình, Công nghệ thông tin, Internet, …); Giải trí, Ca Nhạc, Điện Ảnh, Nghệ Thuật, Văn Hoá, .."
5307,443067c4511fe434132f0738afd3e087af2c91c1a1995e71507e3a6b8eb860ef,[HCM] Công Ty Dịch Vụ Nhân Sự Và Thuê Ngoài Le&Associates (L&A) Tuyển Dụng Thực Tập Sinh Phân Tích Kinh Doanh/Pháp Lý/Marketing Tổng Hợp/Hành Chính - Nhân Sự Full-time 2026,unknown,Hồ Chí Minh,Từ 1 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Business/ Data Analyst"", ""Business Intelligence (Phân Tích Kinh Doanh)"", ""Product Development (Phát Triển Sản Phẩm)""]","và biên bản họp với các bên liên quan. - Thực hiện UAT, kiểm thử tính năng và ghi nhận lỗi hệ thống. - Phối hợp với BA, QC và Developer để kiểm tra và hoàn thiện sản phẩm. - Hỗ trợ triển khai, đào tạo người dùng và thu thập phản hồi sau khi hệ thống vận hành. YÊU CẦU ỨNG VIÊN - Sinh viên năm 3, năm 4 hoặc mới tốt nghiệp các ngành CNTT, Hệ thống thông tin, Quản trị kinh doanh hoặc các ngành liên quan. - Có tư duy logic, cẩn thận và khả năng viết tài liệu. - Biết sử dụng Word, Excel và các công cụ vẽ quy trình là một lợi thế. - Chủ động học hỏi, có tinh thần trách nhiệm và không ngại đặt câu hỏi. Ưu tiên ứng viên có kiến thức về Agile/Scrum, Figma, Jira hoặc quan tâm đến lĩnh vực nhân sự.",,https://ybox.vn/tuyen-dung/hcm-cong-ty-dich-vu-nhan-su-va-thue-ngoai-le-and-associates-l-and-a-tuyen-dung-thuc-tap-sinh-phan-tich-kinh-doanh-phap-ly-marketing-tong-hop-hanh-chinh-nhan-su-full-time-2026-6a3275018856282656c73cbe,ybox,2026-06-18 20:27:10.084+00,2026-06-18 20:33:48.073048+00,2026-06-18 20:33:48.073048+00,Full-time | Intern,Toàn thời gian; Thực tập,"Khác; Nhân Sự, Tuyển Dụng; Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ; Tư Vấn Luật, Pháp Lý"
5308,397d8022764866bad7978e39bb47bfde3449fa064c26f48459ca9754aff43a7a,[HCM] Công Ty Fine Scandinavia Tuyển Dụng Thực Tập Sinh Chuỗi Cung Ứng/Sản Xuất/Marketing/Phát Triển Sản Phẩm/Kế Toán/Hành Chính Nhân Sự Full-time 2026,CÔNG TY FINE SCANDINAVIA,Hồ Chí Minh,Thỏa thuận,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Xuất nhập khẩu"", ""Logistics"", ""Dịch vụ khách hàng/ Vận hành"", ""Marketing"", ""Truyền Thông, PR"", ""Business/ Data Analyst"", ""Business Intelligence (Phân Tích Kinh Doanh)"", ""Product Development (Phát Triển Sản Phẩm)"", ""Kế toán"", ""Kiểm toán"", ""Hành chính"", ""Nhân sự""]","của khách hàng nước ngoài. Tham gia hỗ trợ kiểm tra tính khả thi của kết cấu sản phẩm (gỗ, kim loại). Thực hiện các công việc chuyên môn khác theo sự phân công và hướng dẫn của Người giám sát trực tiếp. 5. Thực Tập Sinh Kế Toán Hỗ trợ phân loại, sắp xếp và lưu trữ hóa đơn, chứng từ kế toán (thu, chi, nhập, xuất). Hỗ trợ nhập liệu dữ liệu kế toán cơ bản vào phần mềm hệ thống dưới sự hướng dẫn của Kế toán trưởng. Hỗ trợ kiểm tra, đối chiếu công nợ nhà cung cấp hoặc chuẩn bị hồ sơ hoàn thuế. Thực hiện các công việc chuyên môn khác theo sự phân công và hướng dẫn của Người giám sát trực tiếp. 6. Thực Tập Sinh Hành Chính Nhân Sự Hỗ trợ đăng tin tuyển dụng các vị trí khối văn phòng/nhà máy, sàng lọc CV, hẹn lịch phỏng vấn và chuẩn bị thủ tục tiếp nhận nhân sự mới. Hỗ trợ công tác hậu cần văn phòng, quản lý văn phòng phẩm, điều phối xe đưa đón hoặc chuẩn bị các sự kiện nội bộ của công ty. Thực hiện các công việc chuyên môn khác theo sự phân công và hướng dẫn của Người giám sát trực tiếp. Vì số lượng hồ sơ gửi về mỗi đợt tương đối nhiều, công ty xin phép chỉ phản hồi đến những ứng viên đạt yêu cầu ở vòng sàng lọc. Fine Scandinavia trân trọng cảm ơn sự quan tâm của bạn và hy vọng sẽ có cơ hội hợp tác cùng bạn trong tương lai. YÊU CẦU ỨNG VIÊN Sinh viên năm cuối hoặc đã tốt nghiệp Cao đẳng, Đại học chuyên ngành liên quan đến bộ phận ứng tuyển. Thành thạo tin học văn phòng (Word, Excel, PowerPoint). Có tinh thần trách nhiệm, chủ động trong công việc và khả năng làm việc nhóm. Có kỹ năng giao tiếp và mong muốn phát triển nghề nghiệp trong lĩnh vực ứng tuyển. Không yêu cầu kinh nghiệm, được đào tạo trong quá trình làm việc.",2026-06-18T00:00:00.000Z,https://ybox.vn/tuyen-dung/hcm-cong-ty-fine-scandinavia-tuyen-dung-thuc-tap-sinh-chuoi-cung-ung-san-xuat-marketing-phat-trien-san-pham-ke-toan-hanh-chinh-nhan-su-full-time-2026-6a33a056f8d23c23c1741c9c,ybox,2026-06-18 20:27:38.442+00,2026-06-18 20:33:48.073048+00,2026-06-18 20:33:48.073048+00,Full-time | Intern,Toàn thời gian; Thực tập,"Xây Dựng, Thiết kế Kiến Trúc, Nội Thất"
5309,ff3684f7056c0823d1635f156a1ca76b14bda52f096cf4f273b5bc5357bfa43e,[Online] YBOX.VN - Team Media Tuyển Dụng Thực Tập Sinh Nhân Sự/Bảo Trợ Truyền Thông/Passport/Đối Tác Truyền Thông/Tiktok Content Creator Part-time 2026 (Không Cần Kinh Nghiệm),YBOX.VN (CÔNG TY CÔNG NGHỆ YBOX VIỆT NAM),Nước Ngoài; Hà Nội; Hồ Chí Minh; Đà Nẵng; Huế; Khác,Không lương,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Hành chính"", ""Nhân sự""]","Có mong muốn trau dồi kỹ năng, thử sức bản thân trong môi trường trẻ trung, năng động. - Sẵn sàng học hỏi, cống hiến và cùng YBOX bứt phá trong lĩnh vực truyền thông. - Nhân viên làm việc hoàn toàn online. - Có laptop cá nhân và sắp xếp thời gian làm việc part-time.",2025-04-16T00:00:00.000Z,https://ybox.vn/tuyen-dung/online-ybox-vn-team-media-tuyen-dung-thuc-tap-sinh-nhan-su-bao-tro-truyen-thong-passport-doi-tac-truyen-thong-tiktok-content-creator-part-time-2026-khong-can-kinh-nghiem-67ffaa52e78e8e3ef126e752,ybox,2026-06-18 20:27:59.177+00,2026-06-18 20:33:48.073048+00,2026-06-18 20:33:48.073048+00,Online,Online; Tình nguyện; Thực tập; Bán thời gian; Khác,"IT (Lập trình, Công nghệ thông tin, Internet, …); Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ"
5310,28e528680d23c8c0266f6cfdc3da13a60132fe1b0a107423b3ce7573aa70d285,[HN] Công Ty Connecta Solution Tuyển Dụng Thực Tập Sinh Phân Tích Kinh Doanh Part-time/Full-time 2026,CÔNG TY CONNECTA SOLUTION,Hà Nội,Thỏa thuận,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Business/ Data Analyst"", ""Business Intelligence (Phân Tích Kinh Doanh)"", ""Product Development (Phát Triển Sản Phẩm)""]",", functional requirement, acceptance criteria hoặc các tài liệu triển khai phù hợp với từng dự án. Phối hợp với các bộ phận liên quan trong quá trình triển khai giải pháp, làm rõ yêu cầu, ghi nhận phản hồi và hỗ trợ kiểm tra kết quả triển khai. Tham gia đào tạo người dùng, hướng dẫn khách hàng sử dụng hệ thống và hỗ trợ trong quá trình nghiệm thu, bàn giao dự án. Hỗ trợ chuẩn hóa tài liệu, checklist, quy trình làm việc và các tài liệu nội bộ phục vụ cho hoạt động tư vấn, triển khai của Connecta. YÊU CẦU ỨNG VIÊN Có thái độ tốt, nghiêm túc trong công việc và có tinh thần học hỏi. Hòa đồng, vui vẻ, giao tiếp tốt với đồng nghiệp và khách hàng. Yêu thích làm việc với khách hàng, thích tìm hiểu cách doanh nghiệp vận hành và có hứng thú với việc giải quyết vấn đề. Có tư duy logic, cẩn thận, biết sắp xếp thông tin rõ ràng và trình bày vấn đề một cách dễ hiểu. Không yêu cầu kinh nghiệm BA trước đó, nhưng cần có sự chủ động, trách nhiệm và mong muốn phát triển lâu dài trong lĩnh vực Business Analyst, tư vấn giải pháp hoặc chuyển đổi số doanh nghiệp.",2026-06-04T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-cong-ty-connecta-solution-tuyen-dung-thuc-tap-sinh-phan-tich-kinh-doanh-part-time-full-time-2026-6a217bfc8bd4aa728d036c82,ybox,2026-06-18 20:28:28.089+00,2026-06-18 20:33:48.073048+00,2026-06-18 20:33:48.073048+00,Part-time | Full-time | Intern,Thực tập; Bán thời gian; Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); Tư Vấn Chiến Lược Quản Trị Kinh Doanh; Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ"
5311,afc9513ba47c9e01adffb9f74a798873d77825352bfc59a8520f8ebc5ec979ef,[Startup-HN/HCM] Trường Công Nghệ MINDX Tuyển Dụng Nhân Viên Event & Workshop Full-time 2026,TRƯỜNG CÔNG NGHỆ MINDX,Hà Nội; Hồ Chí Minh,Từ 10 Triệu,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Marketing"", ""Truyền Thông, PR""]",có kinh nghiệm - Mức lương: Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng,2026-05-20T00:00:00.000Z,https://ybox.vn/tuyen-dung/startup-hn-hcm-truong-cong-nghe-mindx-tuyen-dung-nhan-vien-event-and-workshop-full-time-2026-6a0d787473257002f7513e8c,ybox,2026-06-18 20:28:54.801+00,2026-06-18 20:33:48.073048+00,2026-06-18 20:33:48.073048+00,Full-time,Toàn thời gian,"Giáo Dục, Đào Tạo; IT (Lập trình, Công nghệ thông tin, Internet, …)"
5312,a5cee93e5edaa291a138fe4ca85874a326afed2add7f369fe837615224f198c7,[HCM/ĐN] Công Ty ANTBUDDY Tuyển Dụng Quản Lý Dự Án Full-time 2026,CÔNG TY ANTBUDDY,Hồ Chí Minh; Đà Nẵng,Thỏa thuận,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Dịch vụ khách hàng/ Vận hành"", ""Business/ Data Analyst"", ""Business Intelligence (Phân Tích Kinh Doanh)"", ""Product Development (Phát Triển Sản Phẩm)""]",có kinh nghiệm - Mức lương: Thỏa thuận,2026-06-11T00:00:00.000Z,https://ybox.vn/tuyen-dung/hcm-dn-cong-ty-antbuddy-tuyen-dung-quan-ly-du-an-full-time-2026-6a2a7b03e835ed27183b3e28,ybox,2026-06-18 20:29:41.903+00,2026-06-18 20:33:48.073048+00,2026-06-18 20:33:48.073048+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
5313,53a61327e15d5a35c3953c4fcb30d75d62e19db45fea4625481c61189842e181,"[HN/Thanh Hoá/Hạ Long] Chuỗi Bán Lẻ Nội Thất Và Trang Trí JYSK Việt Nam Tuyển Dụng Chuyên Viên Quản Trị Website, Cửa Hàng Trưởng Full-time 2026",CHUỖI BÁN LẺ NỘI THẤT VÀ TRANG TRÍ JYSK VIỆT NAM,Hà Nội; Khác,Thỏa thuận,Yêu cầu ứng viên có kinh nghiệm,Intern,"[""Lập trình""]",có kinh nghiệm - Mức lương: Thỏa thuận,2026-06-18T00:00:00.000Z,https://ybox.vn/tuyen-dung/hn-thanh-hoa-ha-long-chuoi-ban-le-noi-that-va-trang-tri-jysk-viet-nam-tuyen-dung-chuyen-vien-quan-tri-website-cua-hang-truong-full-time-2026-6a33b2118856282656c77534,ybox,2026-06-18 20:30:02.862+00,2026-06-18 20:33:48.073048+00,2026-06-18 20:33:48.073048+00,Full-time,Toàn thời gian,"Bán lẻ, Hàng tiêu dùng, FMCG"
5463,c4a462e68cc6372eb152e7b4852dfb2b7511f449ed99898585654d2ea3c38fcc,[HCM] Công Ty IDEALOGIC Tuyển Dụng Thực Tập Sinh Nhân Sự Full-time 2026,CÔNG TY IDEALOGIC CS,Hồ Chí Minh,Thỏa thuận,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Hành chính"", ""Nhân sự""]",Final-year students or recent graduates with an orientation toward the Human Resources field. Passionate about event organization and willing to learn. English communication skills required. Available to work full-time.,2026-06-18T00:00:00.000Z,https://ybox.vn/tuyen-dung/hcm-cong-ty-idealogic-tuyen-dung-thuc-tap-sinh-nhan-su-full-time-2026-6a33ce2f2dbbb5273c84a2b3,ybox,2026-06-21 20:27:45.254+00,2026-06-21 20:32:22.384035+00,2026-06-21 20:32:22.384035+00,Full-time | Intern,Toàn thời gian; Thực tập,"IT (Lập trình, Công nghệ thông tin, Internet, …)"
5464,7a5273c1c931f33b9b2afa788b8bde0e953eef0e20d7476f8a9491b6b2e42794,[HN/HCM] Công Ty CENNEXT Tuyển Dụng Nhân Viên Kiểm Tra Dữ Liệu Full-time 2026,unknown,Hà Nội; Hồ Chí Minh,Từ 4 Triệu,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!,Intern,"[""Dịch vụ khách hàng/ Vận hành""]","có sẵn. - Tìm kiếm thông tin sản phẩm và so sánh sản phẩm của khách hàng với các đối thủ cạnh tranh. - Quản lý, phân loại và xử lý hóa đơn thanh toán của đối tác. - Kiểm tra, đối soát thông tin sản phẩm trên website - Công việc thuần văn phòng, làm việc với dữ liệu và số liệu sản phẩm, không sale, không phải tìm kiếm hay tư vấn khách hàng. Thời gian làm việc: 07h00 - 16h00 Một tháng nghỉ 02 ngày thứ Bảy và tất cả Chủ Nhật. Địa điểm làm việc: CS1: Tòa 22D Thành Công, Ba Đình, Hà Nội CS2: Tòa Mỹ Đình Plaza2, Nguyễn Hoàng, Nam Từ Liêm, Hà Nội CS 3: QCoop Building, 150 Nguyễn Xí, Phường 26, Quận Bình Thạnh, TP. Hồ Chí Minh. YÊU CẦU ỨNG VIÊN - Không yêu cầu kinh nghiệm, sẽ được đào tạo. - Chấp nhận sinh viên năm cuối/ đang chờ bằng, đáp ứng được thời gian làm việc full time. - Tiếng Anh đọc hiểu cơ bản (tương đương 450 TOEIC, ko yêu cầu chứng chỉ). - Sử dụng Excel cơ bản (sử dụng hàm count, countif, if, vlookup….).",,https://ybox.vn/tuyen-dung/hn-hcm-cong-ty-cennext-tuyen-dung-nhan-vien-kiem-tra-du-lieu-full-time-2026-6a3349b5f8d23c23c1740c94,ybox,2026-06-21 20:28:00.91+00,2026-06-21 20:32:22.384035+00,2026-06-21 20:32:22.384035+00,Full-time,Toàn thời gian,"IT (Lập trình, Công nghệ thông tin, Internet, …); E-commerce, Thương Mại Điện Tử, Bán Hàng Online; Marketing, Nghiên Cứu Thị Trường, Sự Kiện, Quảng cáo, Truyền Thông, Thiết Kế Đồ Hoạ; Xây Dựng, Thiết kế Kiến Trúc, Nội Thất; Kế toán, kiểm toán; Nhân Sự, Tuyển Dụng; Logistics, Xuất Nhập Khẩu, Vận Tải, Chuyển Phát Nhanh; Cơ khí, Điện tử, Tự Động Hoá, Công Nghiệp; Du lịch, Nhà hàng, khách sạn"
5465,ee80e514bf40975c518410a7062584f25f81c06e6c06b5de622c6ddf8b536f5a,[HN] Công Ty CENNEXT Tuyển Dụng Chuyên Viên Kỹ Thuật Full-time 2026,unknown,Hà Nội,Thỏa thuận,Yêu cầu ứng viên có kinh nghiệm,,"[""Lập trình""]",có kinh nghiệm - Mức lương: Thỏa thuận,,https://ybox.vn/tuyen-dung/hn-cong-ty-cennext-tuyen-dung-chuyen-vien-ky-thuat-full-time-2026-6a34a5b52dbbb5273c84c357,ybox,2026-06-21 20:28:27.22+00,2026-06-21 20:32:22.384035+00,2026-06-21 20:32:22.384035+00,Full-time,Toàn thời gian,"E-commerce, Thương Mại Điện Tử, Bán Hàng Online"
